h_id	tax_id	enterez_id	genesymbol	??	???
35977	10116	362712	Drc1	55741506	NP_001007010.1
35979	9606	401474	SAMD12	156119597	NP_001095146.1
35979	10090	320679	Samd12	28893263	NP_796199.1
35979	10116	362910	Samd12	194474038	NP_001124034.1
36008	9606	375057	C1orf95	51092270	NP_001003665.1
36008	10090	381310	6330403A02Rik	124487003	NP_001074696.1
36008	10116	689499	LOC689499	109498272	XP_001067525.1
36018	9606	3053	SERPIND1	73858566	NP_000176.2
36018	10090	15160	Serpind1	161377465	NP_032249.3
36018	10116	79224	Serpind1	13242285	NP_077358.1
36024	9606	3375	IAPP	4557655	NP_000406.1
36024	10090	15874	Iapp	6754272	NP_034621.1
36024	10116	24476	Iapp	6981064	NP_036718.1
36025	9606	7068	THRB	358001057	NP_001239563.1
36025	10090	21834	Thrb	164663877	NP_001106888.1
36025	10116	24831	Thrb	399498506	NP_001257783.1
36030	9606	721	C4B	178557739	NP_001002029.3
36030	9606	720	C4A	67190748	NP_009224.2
36030	10090	625018	C4a	126215532	NP_035543.2
36030	10090	12268	C4b	157951698	NP_033910.2
36030	10116	24233	C4a	158186621	NP_113692.2
36030	10116	406161	C4b	50657362	NP_001002805.1
36035	9606	1142	CHRNB3	4502835	NP_000740.1
36035	10090	108043	Chrnb3	27532980	NP_775304.1
36035	10116	171131	Chrnb3	19424304	NP_598281.1
36040	9606	1593	CYP27A1	4503211	NP_000775.1
36040	10090	104086	Cyp27a1	30578401	NP_077226.2
36040	10116	301517	Cyp27a1	139949139	NP_849178.2
36056	9606	265	AMELX	33356556	NP_872621.1
36056	10116	29160	Amelx	9506381	NP_062027.1
36058	9606	291	SLC25A4	55749577	NP_001142.2
36058	10090	11739	Slc25a4	148747424	NP_031476.3
36058	10116	85333	Slc25a4	32189355	NP_445967.1
36061	9606	770	CA11	9951923	NP_001208.2
36061	10090	12348	Car11	22208838	NP_033930.1
36061	10116	308588	Car11	28316718	NP_783639.1
36063	9606	1101	CHAD	153251229	NP_001258.2
36063	10090	12643	Chad	6680926	NP_031715.1
36063	10116	29195	Chad	9506483	NP_062037.1
36067	9606	2167	FABP4	4557579	NP_001433.1
36067	10090	11770	Fabp4	14149635	NP_077717.1
36067	10116	79451	Fabp4	16758094	NP_445817.1
36075	9606	482	ATP1B2	49574491	NP_001669.3
36075	10090	11932	Atp1b2	7242138	NP_038201.1
36075	10116	24214	Atp1b2	56799390	NP_036639.2
36081	9606	1032	CDKN2D	4502753	NP_001791.1
36081	10090	12581	Cdkn2d	31981844	NP_034008.2
36082	9606	1347	COX7A2	262118227	NP_001856.2
36082	10090	12866	Cox7a2	31981830	NP_034075.2
36085	9606	2288	FKBP4	4503729	NP_002005.1
36085	10090	14228	Fkbp4	6753882	NP_034349.1
36085	10116	260321	Fkbp4	300797999	NP_001178792.1
36099	9606	4974	OMG	52426787	NP_002535.3
36099	10090	18377	Omg	226874869	NP_062282.2
36099	10116	450224	Omg	226874871	NP_001005898.3
36101	9606	5099	PCDH7	291084612	NP_001166994.1
36101	10090	54216	Pcdh7	170295849	NP_001116230.1
36101	10116	360942	Pcdh7	51854233	NP_001004087.1
36108	9606	6693	SPN	71979937	NP_001025459.1
36108	10090	20737	Spn	83716013	NP_001032899.1
36108	10116	24796	Spn	402747140	NP_001258015.1
36115	9606	7419	VDAC3	25188179	NP_005653.3
36115	10090	22335	Vdac3	6755967	NP_035826.1
36115	10116	83532	Vdac3	13786204	NP_112645.1
36142	9606	8715	NOL4	148235600	NP_003778.2
36142	10090	319211	Nol4	238814395	NP_001154955.1
36142	10116	307553	Nol4	157823363	NP_001100871.1
36143	9606	8723	SNX4	4507145	NP_003785.1
36143	10090	69150	Snx4	18017596	NP_542124.1
36143	10116	360725	Snx4	198278515	NP_001121022.1
36144	9606	8724	SNX3	4507143	NP_003786.1
36144	10090	54198	Snx3	31560433	NP_059500.2
36144	10116	684097	Snx3	112983968	NP_001037748.1
36148	9606	9002	F2RL3	89353783	NP_003941.2
36148	10090	14065	F2rl3	31982379	NP_032001.2
36148	10116	116498	F2rl3	17105330	NP_446260.1
36149	9606	310	ANXA7	4809279	NP_004025.1
36149	10090	11750	Anxa7	160707958	NP_001104264.1
36149	10116	155423	Anxa7	148539909	NP_569100.2
36150	9606	795	S100G	4757898	NP_004048.1
36150	10090	12309	S100g	7106263	NP_033919.1
36150	10116	24249	S100g	6978609	NP_036653.1
36151	9606	2151	F2RL2	4758326	NP_004092.1
36151	10090	14064	F2rl2	153791954	NP_034300.3
36151	10116	29636	F2rl2	39930489	NP_445765.1
36154	9606	5861	RAB1A	4758988	NP_004152.1
36154	10090	19324	Rab1	6679587	NP_033022.1
36154	10116	81754	Rab1a	45433570	NP_112352.2
36159	9606	1512	CTSH	23110955	NP_004381.2
36159	10090	13036	Ctsh	166235890	NP_031827.2
36159	10116	25425	Ctsh	6978721	NP_037071.1
36160	9606	4794	NFKBIE	71274109	NP_004547.2
36160	10090	18037	Nfkbie	31543321	NP_032716.2
36160	10116	316241	Nfkbie	40018590	NP_954542.1
36163	9606	9217	VAPB	4759302	NP_004729.1
36163	10090	56491	Vapb	31543940	NP_062780.2
36163	10116	60431	Vapb	11177880	NP_068619.1
36164	9606	9295	SRSF11	4759100	NP_004759.1
36164	10090	69207	Srsf11	147898671	NP_001087222.1
36164	10116	502603	Srsf11	78214337	NP_001030332.1
36165	9606	203611	CDY2B	49355787	NP_001001722.1
36165	9606	9426	CDY2A	4757968	NP_004816.1
36165	9606	9085	CDY1	25453481	NP_733841.1
36165	9606	253175	CDY1B	51538573	NP_001003894.1
36169	9606	9507	ADAMTS4	157427675	NP_005090.3
36169	10090	240913	Adamts4	27370274	NP_766433.1
36169	10116	66015	Adamts4	281306771	NP_076449.1
36170	9606	9093	DNAJA3	205360838	NP_005138.3
36170	10090	83945	Dnaja3	205361112	NP_076135.3
36170	10116	360481	Dnaja3	84370227	NP_001033684.1
36174	9606	2857	GPR34	4885319	NP_005291.1
36174	10090	23890	Gpr34	154091030	NP_035953.3
36174	10116	554353	Gpr34	67972437	NP_001020096.1
36176	9606	4826	NNAT	4885521	NP_005377.1
36176	10090	18111	Nnat	6754864	NP_035053.1
36176	10116	94270	Nnat	16758386	NP_446053.1
36178	9606	7517	XRCC3	153946427	NP_001093588.1
36178	10090	74335	Xrcc3	21312694	NP_083151.1
36178	10116	102551085	LOC102551085	564357491	XP_006240711.1
36179	9606	10019	SH2B3	4885455	NP_005466.1
36179	10090	16923	Sh2b3	6678706	NP_032533.1
36182	9606	3853	KRT6A	5031839	NP_005545.1
36183	9606	4081	MAB21L1	5031897	NP_005575.1
36183	10090	17116	Mab21l1	6754598	NP_034880.1
36183	10116	688394	Mab21l1	157823787	NP_001102967.1
36184	9606	9290	GPR55	33695107	NP_005674.2
36184	10090	227326	Gpr55	111185938	NP_001028462.2
36184	10116	501177	Gpr55	564369703	XP_006245557.1
36189	9606	10261	IGSF6	93004094	NP_005840.2
36189	10090	80719	Igsf6	13540503	NP_109616.1
36189	10116	171064	Igsf6	19424206	NP_598226.1
36193	9606	3550	IK	125988409	NP_006074.2
36193	10090	24010	Ik	33468955	NP_036009.1
36193	10116	291659	Ik	53850606	NP_001005537.1
36195	9606	4975	OMP	5453828	NP_006180.1
36195	10090	18378	Omp	6754936	NP_035140.1
36195	10116	24612	Omp	6981304	NP_036748.1
36199	9606	9520	NPEPPS	158937236	NP_006301.3
36199	10090	19155	Npepps	68226731	NP_032968.2
36199	10116	50558	Npepps	158749540	NP_536320.1
36200	9606	10493	VAT1	18379349	NP_006364.2
36200	10090	26949	Vat1	33859662	NP_036167.1
36200	10116	287721	Vat1	76096306	NP_001028855.1
36201	9606	10512	SEMA3C	5454048	NP_006370.1
36201	10090	20348	Sema3c	46048361	NP_038685.3
36201	10116	296787	Sema3c	201023302	NP_001100048.1
36205	9606	987	LRBA	148233596	NP_006717.2
36205	10090	80877	Lrba	117956399	NP_109620.2
36205	10116	361975	Lrba	157818917	NP_001102025.1
36206	9606	6503	SLA	194328732	NP_006739.2
36206	10090	20491	Sla	71067091	NP_001025012.1
36206	10116	338477	Sla	30017421	NP_835198.1
36212	9606	4540	ND5	251831117	YP_003024036.1
36212	10090	17721	ND5	34538608	NP_904338.1
36212	10116	26202	ND5	110189725	YP_665639.1
36213	9606	1421	CRYGD	13377002	NP_008822.2
36213	10090	12967	Crygd	160333531	NP_031802.2
36213	10116	24278	Crygd	14861862	NP_149086.1
36215	9606	11213	IRAK3	216547519	NP_009130.2
36215	10090	73914	Irak3	31543005	NP_082955.2
36215	10116	314870	Irak3	157821803	NP_001101571.1
36231	9606	9524	TECR	24475816	NP_612510.1
36231	10090	106529	Tecr	19923070	NP_598879.1
36231	10116	191576	Tecr	19924091	NP_612558.1
36269	9606	79087	ALG12	13129114	NP_077010.1
36269	10090	223774	Alg12	215276946	NP_001135829.1
36269	10116	315212	Alg12	215276943	NP_001101574.2
36273	9606	8623	ASMTL	117553627	NP_004183.2
36273	10116	288527	Asmtl	318104865	NP_001099385.2
36278	9606	174	AFP	4501989	NP_001125.1
36278	10090	11576	Afp	163310738	NP_031449.3
36278	10116	24177	Afp	333033773	NP_036625.2
36281	9606	1420	CRYGC	10518338	NP_066269.1
36281	10090	12966	Crygc	128485691	NP_001076042.1
36281	10116	24277	Crygc	158081735	NP_264077.1
36296	9606	85477	SCIN	162951877	NP_001106177.1
36296	10090	20259	Scin	226246550	NP_001139668.1
36296	10116	298975	Scin	38454236	NP_942043.1
36302	9606	51378	ANGPT4	7705276	NP_057069.1
36302	10090	11602	Angpt4	6753006	NP_033771.1
36302	10116	296269	Angpt4	157820699	NP_001099996.1
36304	9606	23581	CASP14	6912286	NP_036246.1
36304	10090	12365	Casp14	6753280	NP_033939.1
36304	10116	299587	Casp14	300796210	NP_001178705.1
36308	9606	2649	NR6A1	53729325	NP_201591.2
36308	10090	14536	Nr6a1	6753956	NP_034394.1
36308	10116	362125	Nr6a1	564340763	XP_006234192.1
36314	9606	85474	LBX2	540344576	NP_001269359.1
36314	10090	16815	Lbx2	6754512	NP_034822.1
36314	10116	500224	Lbx2	157823517	NP_001102714.1
36315	9606	54674	LRRN3	153792651	NP_001093128.1
36315	10090	16981	Lrrn3	411147395	NP_001258637.1
36315	10116	81514	Lrrn3	13540675	NP_110483.1
36321	9606	7076	TIMP1	4507509	NP_003245.1
36321	10090	21857	Timp1	113205065	NP_035723.2
36321	10116	116510	Timp1	16758666	NP_446271.1
36322	9606	7078	TIMP3	4507513	NP_000353.1
36322	10090	21859	Timp3	6755793	NP_035725.1
36322	10116	25358	Timp3	67972654	NP_037018.2
36323	9606	11132	CAPN10	13186302	NP_075571.1
36323	10090	23830	Capn10	87080823	NP_035926.2
36323	10116	63834	Capn10	13928932	NP_113861.1
36325	9606	24142	NAT6	46048439	NP_036323.2
36325	10090	56441	Nat6	9789957	NP_062724.1
36325	10116	100910872	LOC100910872	392350338	XP_003750631.1
36327	9606	22954	TRIM32	153791514	NP_001093149.1
36327	10090	69807	Trim32	239937491	NP_001155254.1
36327	10116	313264	Trim32	58865776	NP_001012103.1
36328	9606	4651	MYO10	154354979	NP_036466.2
36328	10090	17909	Myo10	130507685	NP_062345.2
36328	10116	310178	Myo10	157821147	NP_001101127.1
36330	9606	29909	GPR171	153792776	NP_037440.3
36330	10090	229323	Gpr171	27734176	NP_775574.1
36330	10116	688737	Gpr171	157824140	NP_001102980.1
36341	9606	28978	TMEM14A	7662639	NP_054770.1
36341	10090	75712	Tmem14a	109948263	NP_083674.2
36341	10116	363206	Tmem14a	157817935	NP_001102260.1
36344	9606	51493	RTCB	7657015	NP_055121.1
36344	10090	28088	Rtcb	21703842	NP_663397.1
36344	10116	362855	Rtcb	46485379	NP_997497.1
36349	9606	23092	ARHGAP26	7662208	NP_055886.1
36349	10090	71302	Arhgap26	87159826	NP_780373.3
36349	10116	307459	Arhgap26	157823101	NP_001100859.1
36361	9606	56925	LXN	194473714	NP_064554.3
36361	10090	17035	Lxn	31980632	NP_058033.2
36361	10116	59073	Lxn	14269568	NP_113843.1
36363	9606	54733	SLC35F2	31542943	NP_059985.2
36363	10090	72022	Slc35f2	160333206	NP_082336.3
36367	9606	57140	RNPEPL1	318065089	NP_060696.4
36367	10090	108657	Rnpepl1	318065085	NP_852070.3
36367	10116	684035	Rnpepl1	403224985	NP_001258106.1
36371	9606	55917	CTTNBP2NL	24308179	NP_061174.1
36371	10090	80281	Cttnbp2nl	254039644	NP_001156804.1
36371	10116	310760	Cttnbp2nl	164565360	NP_001101182.2
36377	9606	56108	PCDHGA7	11056063	NP_061743.1
36377	10090	93715	Pcdhga7	50878294	NP_291068.2
36377	10116	291635	Pcdhga7	71067087	NP_001014773.1
36381	9606	58510	PRODH2	10864043	NP_067055.1
36381	10090	56189	Prodh2	18139551	NP_062419.2
36381	10116	361538	Prodh2	198278488	NP_001033677.1
36383	9606	57758	SCUBE2	283046663	NP_066025.2
36383	10090	56788	Scube2	283046678	NP_064436.2
36383	10116	499241	Scube2	392344581	XP_003749018.1
36384	9606	56832	IFNK	112789564	NP_064509.2
36384	10090	387510	Ifnk	40255305	NP_954608.1
36384	10116	313152	Ifnk	157817416	NP_001101395.1
36386	9606	5522	PPP2R2C	32967593	NP_870991.1
36386	10090	269643	Ppp2r2c	27370502	NP_766582.1
36386	10116	117256	Ppp2r2c	16923962	NP_476457.1
36388	9606	57546	PDP2	41349497	NP_065837.1
36388	10090	382051	Pdp2	66841378	NP_001019777.1
36388	10116	246311	Pdp2	48675865	NP_659559.2
36389	9606	57693	ZNF317	190610008	NP_065984.3
36389	10090	244713	Zfp317	257153396	NP_766506.4
36389	10116	500950	Zfp317	224451093	NP_001128106.2
36392	9606	4828	NMB	45505143	NP_066563.2
36392	10090	68039	Nmb	13386018	NP_080799.1
36392	10116	499194	Nmb	157820747	NP_001102619.1
36393	9606	7504	XK	10835267	NP_066569.1
36393	10090	22439	Xk	12963703	NP_075989.1
36393	10116	497078	Xk	58866026	NP_001012227.1
36397	9606	266812	NAP1L5	24371268	NP_715638.1
36397	10090	58243	Nap1l5	10946798	NP_067407.1
36397	10116	688843	Nap1l5	112983818	NP_001037758.1
36398	9606	94032	CAMK2N2	15147234	NP_150284.1
36398	10090	73047	Camk2n2	160333885	NP_082696.1
36398	10116	59314	Camk2n2	11067401	NP_067710.1
36399	9606	59307	SIGIRR	205277445	NP_068577.2
36399	10090	24058	Sigirr	110625701	NP_075546.2
36399	10116	309106	Sigirr	67846050	NP_001020058.1
36400	9606	60493	FASTKD5	11141903	NP_068598.1
36400	10090	380601	Fastkd5	225703041	NP_001139556.1
36400	10116	366192	Fastkd5	392346730	XP_003749621.1
36403	9606	64101	LRRC4	15029530	NP_071426.1
36403	10090	192198	Lrrc4	124339785	NP_619623.2
36403	10116	641521	Lrrc4	82617655	NP_001032413.1
36404	9606	64114	TMBIM1	50593008	NP_071435.2
36404	10090	69660	Tmbim1	229577452	NP_081430.3
36404	10116	316516	Tmbim1	56090429	NP_001007714.1
36409	9606	64901	RANBP17	12597633	NP_075048.1
36409	10090	66011	Ranbp17	13249349	NP_075635.1
36409	10116	303029	Ranbp17	157821435	NP_001100464.1
36410	9606	64922	LRRC19	12597641	NP_075052.1
36410	10090	100061	Lrrc19	30424976	NP_780514.1
36410	10116	680478	Lrrc19	157821311	NP_001102883.1
36411	9606	84888	SPPL2A	21314755	NP_116191.2
36411	10090	66552	Sppl2a	258645125	NP_075709.2
36411	10116	311401	Sppl2a	157820967	NP_001101240.1
36415	9606	78999	LRFN4	27363458	NP_076941.2
36415	10090	225875	Lrfn4	31559904	NP_700437.2
36415	10116	688721	Lrfn4	157824087	NP_001102978.1
36419	9606	79652	TMEM204	112807182	NP_078876.2
36419	10090	407831	Tmem204	47564090	NP_001001183.1
36419	10116	287129	Tmem204	57526818	NP_001009620.1
36420	9606	79675	FASTKD1	188497683	NP_078898.3
36420	10090	320720	Fastkd1	56710329	NP_796218.2
36420	10116	311112	Fastkd1	300795436	NP_001178667.1
36421	10090	235184	Msantd2	42734476	NP_666334.2
36422	9606	79689	STEAP4	328887949	NP_001192244.1
36422	10090	117167	Steap4	31981509	NP_473439.2
36422	10116	499991	Steap4	112984288	NP_001037730.1
36423	9606	79755	ZNF750	113204609	NP_078978.2
36423	10090	319530	Zfp750	30520225	NP_848878.1
36423	10116	688328	Znf750	564375802	XP_006248020.1
36424	9606	79905	TMC7	238550098	NP_079123.3
36424	10090	209760	Tmc7	31542282	NP_766064.2
36424	10116	499254	Tmc7	300794555	NP_001178879.1
36425	9606	80217	WDR96	94681049	NP_079421.5
36425	10090	100048534	Wdr96	307344688	NP_081835.2
36425	10116	365476	Wdr96	392345150	XP_345042.5
36427	9606	80305	TRABD	33342278	NP_079480.2
36427	10090	67976	Trabd	117606383	NP_080761.2
36427	10116	300142	Trabd	157817646	NP_001100258.1
36428	9606	84277	DNAJC30	22538497	NP_115693.2
36428	10090	66114	Dnajc30	21644569	NP_079638.2
36428	10116	368190	Dnajc30	157816981	NP_001102494.1
36436	9606	493856	CISD2	56605994	NP_001008389.1
36436	10090	67006	Cisd2	21728370	NP_080178.1
36436	10116	295457	Cisd2	300798020	NP_001178537.1
36441	9606	386618	KCTD4	146198864	NP_940686.2
36441	10090	67516	Kctd4	50980305	NP_080490.3
36441	10116	691835	Kctd4	157820721	NP_001103120.1
36448	10090	71886	2310002L09Rik	239937495	NP_082257.1
36448	10116	298139	LOC298139	62078589	NP_001013952.1
36455	9606	9701	PPP6R2	339276039	NP_001229827.1
36455	10090	71474	Ppp6r2	54145496	NP_081089.1
36455	10116	300146	Ppp6r2	157817708	NP_001100259.1
36458	10090	72658	2700097O09Rik	268607551	NP_082590.2
36458	10116	314128	RGD1304624	157819985	NP_001101492.1
36463	9606	81873	ARPC5L	13569956	NP_112240.1
36463	10090	74192	Arpc5l	21312654	NP_083085.1
36463	10116	296710	Arpc5l	290650356	NP_001032856.2
36468	9606	116844	LRG1	16418467	NP_443204.1
36468	10090	76905	Lrg1	16418335	NP_084072.1
36468	10116	367455	Lrg1	57528407	NP_001009717.1
36472	9606	115330	GPR146	19923975	NP_612454.1
36472	10090	80290	Gpr146	31981402	NP_084534.2
36472	10116	498153	Gpr146	157818181	NP_001102532.1
36473	9606	80864	EGFL8	13449287	NP_085155.1
36473	10090	81701	Egfl8	226342953	NP_690886.3
36473	10116	406166	Egfl8	60678290	NP_001004070.1
36476	9606	81492	RSPH6A	13540559	NP_110412.1
36476	10090	83434	Rsph6a	227908775	NP_112545.2
36476	10116	292684	Rsph6a	67078520	NP_001019919.1
36477	9606	81554	WBSCR16	527122092	NP_110425.2
36477	10090	94254	Wbscr16	15809010	NP_291050.1
36477	10116	360796	Wbscr16	157820323	NP_001101802.1
36483	9606	84034	EMILIN2	60498978	NP_114437.2
36483	10090	246707	Emilin2	21553119	NP_660140.1
36483	10116	316736	Emilin2	564370245	XP_006245732.1
36487	9606	84552	PARD6G	14210518	NP_115899.1
36487	10090	93737	Pard6g	238550190	NP_444347.3
36487	10116	307237	Pard6g	155369299	NP_001094443.1
36493	9606	8926	SNURF	13027653	NP_005669.2
36493	10090	84704	Snurf	15029532	NP_149409.1
36493	10116	113938	Snurf	397787563	NP_001257641.1
36501	9606	8904	CPNE1	197333761	NP_003906.2
36501	10090	266692	Cpne1	25141332	NP_733469.1
36501	10116	362249	Cpne1	374253861	NP_001243394.1
36617	9606	9540	TP53I3	22538446	NP_671713.1
36635	9606	23002	DAAM1	21071077	NP_055807.1
36635	10090	208846	Daam1	557128958	NP_001273381.1
36635	10116	314212	Daam1	157820227	NP_001101500.1
36819	9606	152926	PPM1K	167466276	NP_689755.3
36819	10090	243382	Ppm1k	30425290	NP_780732.1
36819	10116	312381	Ppm1k	157823133	NP_001101333.1
36822	9606	140700	SAMD10	18129632	NP_542188.1
36822	10090	229011	Samd10	34328389	NP_766264.2
36822	10116	499957	Samd10	300794893	NP_001178896.1
36824	9606	27197	GPR82	18201870	NP_543007.1
36824	10090	319200	Gpr82	28316782	NP_783600.1
36824	10116	100362441	Gpr82	564398563	XP_006256741.1
36864	9606	728489	DNLZ	124249392	NP_001074318.1
36864	10090	52838	Dnlz	110625712	NP_081104.1
36864	10116	296587	Dnlz	195976802	NP_001124462.1
36871	9606	374355	CCDC172	38348344	NP_940917.1
36871	10090	75645	Ccdc172	58037425	NP_083648.1
36871	10116	361776	Ccdc172	62079071	NP_001014191.1
36891	9606	29800	ZDHHC1	24307963	NP_037436.1
36891	10090	70796	Zdhhc1	30424758	NP_780369.1
36891	10116	291967	Zdhhc1	84993243	NP_001034188.1
36929	9606	114990	VASN	88702793	NP_612449.2
36929	10090	246154	Vasn	31981693	NP_647468.2
36929	10116	679921	Vasn	157820393	NP_001102852.1
36931	9606	126393	HSPB6	21389433	NP_653218.1
36931	10090	243912	Hspb6	59958370	NP_001012401.1
36931	10116	192245	Hspb6	20302069	NP_620242.1
36932	9606	54502	RBM47	148833513	NP_001092104.1
36932	10090	245945	Rbm47	188497701	NP_001120854.1
36932	10116	305340	Rbm47	54312090	NP_001005882.1
36972	9606	54084	TSPEAR	22001420	NP_659428.2
36972	10090	252974	Tspear	559767204	NP_001274003.1
36977	9606	149420	PDIK1L	22779870	NP_690048.1
36977	10090	230809	Pdik1l	22122689	NP_666268.1
36977	10116	313609	Pdik1l	157818815	NP_001101454.1
36984	10090	258477	Olfr197	33239156	NP_666695.1
36984	10116	288199	Olr1536	47777732	NP_001001353.1
36984	10116	363762	Olr1540	47777728	NP_001001383.1
36987	10090	258492	Olfr484	33239120	NP_666710.1
36987	10116	293398	Olr252	47576951	NP_001000219.1
36987	10116	405291	Olr255	47576955	NP_001000947.1
36999	9606	390148	OR5W2	50233856	NP_001001960.1
36999	10090	258631	Olfr1151	33239164	NP_666849.1
36999	10116	405944	Olr596	47578079	NP_001001056.1
37000	9606	403284	OR6C68	331028608	NP_001005519.2
37000	10090	258929	Olfr799	22203803	NP_667138.1
37000	10090	258723	Olfr781	33239326	NP_666939.1
37000	10116	288840	Olr1049	47777754	NP_001001365.1
37000	10116	100909568	LOC100909568	392349201	XP_003750318.1
37005	10090	258842	Olfr1098	116174766	NP_667056.2
37005	10090	258840	Olfr1097	256419018	NP_667054.2
37005	10116	295776	Olr528	47577591	NP_001000319.1
37005	10116	366100	Olr522	47577581	NP_001000562.1
37007	10090	258917	Olfr1336	22129061	NP_667126.1
37007	10116	292563	Olr8	47576399	NP_001000113.1
37011	10090	404310	Olfr199	231571821	NP_997433.2
37011	10090	258996	Olfr201	121583932	NP_667205.2
37011	10116	363761	Olr1538	47576349	NP_001000530.1
37013	10090	259032	Olfr1134	289629180	NP_667241.2
37013	10116	366108	Olr577	47577697	NP_001000567.1
37020	10116	360762	Rpo1-3	83649771	NP_001032876.1
37077	9606	23371	TENC1	38787957	NP_736610.2
37077	10090	209039	Tenc1	119372288	NP_705761.2
37077	10116	315326	Tenc1	564362109	XP_003750459.2
37089	9606	285971	ZNF775	116256460	NP_775951.2
37089	10090	243372	Zfp775	27734126	NP_775605.1
37089	10116	312309	Zfp775	157823013	NP_001101329.1
37096	9606	283870	BRICD5	312434028	NP_872369.2
37096	10090	319259	Bricd5	28316786	NP_783613.1
37106	9606	389432	SAMD5	71834346	NP_001025231.1
37106	10090	320825	Samd5	110556634	NP_796245.2
37106	10116	365038	Samd5	157820949	NP_001102371.1
37110	9606	347731	LRRTM3	109809759	NP_821079.3
37110	10090	216028	Lrrtm3	30520063	NP_848793.1
37110	10116	294380	Lrrtm3	157824030	NP_001099857.1
37118	9606	353288	KRT26	254675185	NP_853517.2
37118	10090	320864	Krt26	267844916	NP_001028569.2
37118	10116	407758	Krt26	57012374	NP_001008823.1
37121	9606	11259	FILIP1L	109659847	NP_001035924.1
37121	10090	78749	Filip1l	295424207	NP_001035487.2
37121	10116	304020	Filip1l	109493035	XP_221535.4
37122	9606	9658	ZNF516	7662010	NP_055458.1
37122	10090	329003	Zfp516	294489298	NP_001170935.1
37122	10116	291406	Zfp516	300794570	NP_001178624.1
37124	9606	253982	ASPHD1	38708313	NP_859069.2
37124	10116	293498	Asphd1	62641297	XP_215083.2
37125	9606	166824	RASSF6	41393610	NP_958834.1
37125	10090	73246	Rassf6	110431380	NP_082754.2
37125	10116	305251	Rassf6	71043682	NP_001020842.1
37139	9606	1594	CYP27B1	4503213	NP_000776.1
37139	10090	13115	Cyp27b1	227497562	NP_034139.2
37139	10116	114700	Cyp27b1	16758598	NP_446215.1
37159	9606	22995	CEP152	303304991	NP_001181927.1
37159	10090	99100	Cep152	124487356	NP_001074560.1
37159	10116	311391	Cep152	564342833	XP_006235007.1
37198	9606	201725	C4orf46	56606125	NP_001008394.1
37198	10090	75939	4930579G24Rik	254692981	NP_083758.1
37198	10116	310537	RGD1560010	157818607	NP_001101155.1
37248	9606	2	A2M	66932947	NP_000005.2
37248	10090	232345	A2m	148277039	NP_783327.2
37248	10116	24153	A2m	158138551	NP_036620.2
37248	10116	100911545	LOC100911545	392347610	XP_003749876.1
37249	9606	100	ADA	47078295	NP_000013.2
37249	10090	11486	Ada	440309866	NP_001258981.1
37249	10116	24165	Ada	18426812	NP_569083.1
37250	9606	155	ADRB3	4557267	NP_000016.1
37250	10090	11556	Adrb3	85861166	NP_038490.2
37250	10116	25645	Adrb3	398650652	NP_037240.2
37251	9606	189	AGXT	4557289	NP_000021.1
37251	10090	11611	Agxt	111038130	NP_057911.2
37251	10116	24792	Agxt	397529546	NP_085914.2
37255	9606	686	BTD	528524483	NP_001268653.1
37255	10090	26363	Btd	13384648	NP_079571.1
37255	10116	306262	Btd	58865670	NP_001012047.1
37256	9606	760	CA2	4557395	NP_000058.1
37256	10090	12349	Car2	157951596	NP_033931.4
37256	10116	54231	Car2	9506445	NP_062164.1
37257	9606	779	CACNA1S	110349767	NP_000060.2
37257	10090	12292	Cacna1s	124486622	NP_001074492.1
37257	10116	682930	Cacna1s	194294538	NP_446325.1
37258	9606	875	CBS	4557415	NP_000062.1
37258	9606	102724560	LOC102724560	578836350	XP_006723989.1
37258	10090	12411	Cbs	405778333	NP_001258282.1
37258	10116	24250	Cbs	158186659	NP_036654.2
37259	9606	1201	CLN3	109698601	NP_001035897.1
37259	10090	12752	Cln3	226423881	NP_034037.3
37259	10116	293485	Cln3	55741526	NP_001006972.1
37263	9606	1861	TOR1A	4557541	NP_000104.1
37263	10090	30931	Tor1a	21450255	NP_659133.1
37263	10116	266606	Tor1a	51491900	NP_695215.2
37264	9606	6901	TAZ	4507371	NP_000107.1
37264	10090	66826	Taz	291190859	NP_001167018.1
37264	10116	363521	Taz	71043828	NP_001020919.1
37268	9606	2548	GAA	119393895	NP_001073272.1
37268	10090	14387	Gaa	226693367	NP_032090.3
37268	10116	367562	Gaa	40018606	NP_954549.1
37271	9606	2990	GUSB	268834192	NP_000172.2
37271	10090	110006	Gusb	6754098	NP_034498.1
37271	10116	24434	Gusb	158303310	NP_058711.2
37273	9606	3099	HK2	15553127	NP_000180.2
37273	10090	15277	Hk2	7305143	NP_038848.1
37273	10116	25059	Hk2	7549765	NP_036867.1
37276	9606	3973	LHCGR	106067657	NP_000224.2
37276	10090	16867	Lhcgr	7305233	NP_038610.1
37276	10116	25477	Lhcgr	6981160	NP_037110.1
37277	9606	3988	LIPA	189083851	NP_001121077.1
37277	10090	16889	Lipa	161760651	NP_067435.3
37277	10116	25055	Lipa	77917572	NP_036864.3
37279	9606	4534	MTM1	4557896	NP_000243.1
37279	10090	17772	Mtm1	255958296	NP_001157662.1
37279	10116	288762	Mtm1	61556792	NP_001013065.1
37280	9606	4548	MTR	169790923	NP_000245.2
37280	10090	238505	Mtr	124487479	NP_001074597.1
37280	10116	81522	Mtr	13540691	NP_110491.1
